Day,station,day,speed,direction,gust,avgvect,gustvect
245,TPAC,246,0.178816,127,4.291583999999999,"(-0.108, 0.143)","(-2.583, 3.427)"
246,TPAC,247,1.385824,88,5.9009279999999995,"(0.048, 1.385)","(0.206, 5.897)"
247,TPAC,248,1.78816,65,5.9009279999999995,"(0.756, 1.621)","(2.494, 5.348)"
248,TPAC,249,1.296416,76,5.319776,"(0.314, 1.258)","(1.287, 5.162)"
249,TPAC,250,0.581152,26,5.9009279999999995,"(0.522, 0.255)","(5.304, 2.587)"
250,TPAC,251,0.491744,104,4.783328,"(-0.119, 0.477)","(-1.157, 4.641)"
251,TPAC,252,0.491744,146,5.588,"(-0.408, 0.275)","(-4.633, 3.125)"
252,TPAC,253,0.178816,191,6.079744,"(-0.176, -0.034)","(-5.968, -1.16)"
253,TPAC,254,2.414016,272,9.61136,"(0.084, -2.413)","(0.335, -9.606)"
254,TPAC,255,3.084576,263,9.298432,"(-0.376, -3.062)","(-1.133, -9.229)"
255,TPAC,256,0.715264,292,5.9009279999999995,"(0.268, -0.663)","(2.211, -5.471)"
256,TPAC,257,0.0,289,5.319776,"(0.0, -0.0)","(1.732, -5.03)"
257,TPAC,258,0.089408,212,5.9009279999999995,"(-0.076, -0.047)","(-5.004, -3.127)"
258,TPAC,259,0.715264,202,5.9009279999999995,"(-0.663, -0.268)","(-5.471, -2.211)"
259,TPAC,260,2.101088,225,8.49376,"(-1.486, -1.486)","(-6.006, -6.006)"
260,TPAC,261,2.8163519999999997,220,9.119615999999999,"(-2.157, -1.81)","(-6.986, -5.862)"
261,TPAC,262,1.296416,259,8.314944,"(-0.247, -1.273)","(-1.587, -8.162)"
262,TPAC,263,1.519936,212,6.884416,"(-1.289, -0.805)","(-5.838, -3.648)"
263,TPAC,264,2.592832,261,8.49376,"(-0.406, -2.561)","(-1.329, -8.389)"
264,TPAC,265,1.922272,358,8.49376,"(1.921, -0.067)","(8.489, -0.296)"
265,TPAC,266,0.581152,138,4.783328,"(-0.432, 0.389)","(-3.555, 3.201)"
266,TPAC,267,2.414016,214,8.314944,"(-2.001, -1.35)","(-6.893, -4.65)"
267,TPAC,268,2.68224,298,9.298432,"(1.259, -2.368)","(4.365, -8.21)"
268,TPAC,269,2.503424,301,11.980672,"(1.289, -2.146)","(6.171, -10.269)"
269,TPAC,270,1.519936,322,9.119615999999999,"(1.198, -0.936)","(7.186, -5.615)"
270,TPAC,271,0.983488,27,6.884416,"(0.876, 0.446)","(6.134, 3.125)"
271,TPAC,272,0.715264,85,5.588,"(0.062, 0.713)","(0.487, 5.567)"
272,TPAC,273,1.1176,69,6.7056,"(0.401, 1.043)","(2.403, 6.26)"
273,TPAC,274,1.519936,39,7.5102720000000005,"(1.181, 0.957)","(5.837, 4.726)"
274,TPAC,275,1.78816,56,8.314944,"(1.0, 1.482)","(4.65, 6.893)"
275,TPAC,276,1.1176,79,7.5102720000000005,"(0.213, 1.097)","(1.433, 7.372)"
276,TPAC,277,0.312928,60,5.319776,"(0.156, 0.271)","(2.66, 4.607)"
277,TPAC,278,0.312928,266,4.515104,"(-0.022, -0.312)","(-0.315, -4.504)"
278,TPAC,279,1.385824,283,8.314944,"(0.312, -1.35)","(1.87, -8.102)"
279,TPAC,280,2.01168,30,7.689088,"(1.742, 1.006)","(6.659, 3.845)"
280,TPAC,281,1.1176,285,8.314944,"(0.289, -1.08)","(2.152, -8.032)"
281,TPAC,282,2.190496,243,10.684256,"(-0.994, -1.952)","(-4.851, -9.52)"
282,TPAC,283,1.78816,221,8.49376,"(-1.35, -1.173)","(-6.41, -5.572)"
283,TPAC,284,3.3975039999999996,201,13.098272,"(-3.172, -1.218)","(-12.228, -4.694)"
